countryCode,plantName,eprtrFacilityID
"EE","Anne Soojus AS","16940"
"EE","Anne Soojus AS","16955"
"EE","Anne Soojus AS, koostootmisjaam","101418"
"EE","Eesti Energia AS, Iru Elektrijaam","5897"
"EE","Eesti Energia Narva Elektrijaamad AS, Balti Elektrijaam","5951"
"EE","Eesti Energia Narva Elektrijaamad AS, Eesti Elektrijaam","16925"
"EE","Fortum Termest AS","5821"
"EE","Fortum Termest AS, Niidu katlamaja","158370"
"EE","Horizon Tselluloosi ja Paberi AS","5742"
"EE","Narva Elektrijaamad AS, Balti Elektrijaam, fluidised bed combustion","5951"
"EE","Narva Elektrijaamad AS, Balti Elektrijaam, pulverised combustion","5951"
"EE","Narva Elektrijaamad AS, Balti Elektrijaam, reserve boiler house","5951"
"EE","Narva Elektrijaamad AS, Eesti Elektrijaam, fluidised bed combustion","5952"
"EE","Narva Elektrijaamad AS, Eesti Elektrijaam, pulverised combustion","5952"
"EE","Sillamäe Soojuselektrijaam AS","5834"
"EE","Tallinna Elektrijaam OÜ","101411"
"EE","Tallinna Küte AS, Kadaka katlamaja","158367"
"EE","Tallinna Küte AS, Mustamäe katlamaja","158367"
"EE","Tallinna Küte AS, Ülemiste katlamaja","158367"
"EE","VKG Energia OÜ, Põhjajaam","5942"
"EE","VKG Soojus AS, Tipu- ja reservkatlamaja","5944"
"EL","ALUMINIUM S.A 1","14172"
"EL","ALUMINIUM S.A 2","14172"
"EL","ALUMINIUM S.A CHP Unit 3","14172"
"EL","ALUMINIUM S.A CHP Unit 4","14172"
"EL","ALUMINIUM S.A CHP Unit 5","14172"
"EL","ELPEDISON - THESSALONIKI (ex ELPEDISON (ex ENERGIAKI)) Power Plant","58413"
"EL","ELPEDISON - THISVI Power Plant","177551"
"EL","Hellenic Petroleum - Aspropyrgos - 1 (Central stack) ","14290"
"EL","Hellenic Petroleum - Aspropyrgos - 2 (L2101)","14290"
"EL","Hellenic Petroleum - Aspropyrgos - 3 (L2001 / L2051)","14290"
"EL","Hellenic Petroleum - Elefsina - 1 (CDU III) ","14291"
"EL","Hellenic Petroleum - Thessaloniki - 1 (F-101)","14232"
"EL","Hellenic Petroleum - Thessaloniki - 2 (SG931/41)","14232"
"EL","Hellenic Petroleum - Thessaloniki - 3 (F1401/2/3)","14232"
"EL","Heron II Voiotias S.A. ","177553"
"EL","Heron Thermoelectric S.A. ","177553"
"EL","KORINTHOS POWER - POWER PLANT COMBINED CYCLE","191317"
"EL","Motor Oil 1","14201"
"EL","Motor Oil 2","14201"
"EL","Motor Oil 3","14201"
"EL","PPC S.A. - Ag. Dimitrios ST ΙII-IV","14245"
"EL","PPC S.A. -Ag. Dimitrios ST V","14245"
"EL","PPC S.A. -Ag. Dimitrios ST Ι-II","14245"
"EL","PPC S.A. -Ag. Georgios ST VIII-IX","14299"
"EL","PPC S.A. -Aliveri ST IV","14183"
"EL","PPC S.A. -Aliveri ST ΙΙΙ","14183"
"EL","PPC S.A. -Amyntaio ST Ι-II","14254"
"EL","PPC S.A. -Atherinolakkos ST I-II","14278"
"EL","PPC S.A. -Chania CC",
"EL","PPC S.A. -Chania GT 1",
"EL","PPC S.A. -Chania GT 11",
"EL","PPC S.A. -Chania GT 12",
"EL","PPC S.A. -Chania GT 13",
"EL","PPC S.A. -Chania GT 4",
"EL","PPC S.A. -Chania GT 5",
"EL","PPC S.A. -Kardia ST Ι","14247"
"EL","PPC S.A. -Kardia ST ΙI","14247"
"EL","PPC S.A. -Kardia ST ΙII","14247"
"EL","PPC S.A. -Kardia ST ΙV","14247"
"EL","PPC S.A. -Komotini CC","14262"
"EL","PPC S.A. -Lavrio CC 3","14287"
"EL","PPC S.A. -Lavrio CC 4","14287"
"EL","PPC S.A. -Lavrio CC 5","14287"
"EL","PPC S.A. -Lavrio ST Ι","14287"
"EL","PPC S.A. -Lavrio ST ΙΙ","14287"
"EL","PPC S.A. -Linoperamata GT 1","14276"
"EL","PPC S.A. -Linoperamata GT 2","14276"
"EL","PPC S.A. -Linoperamata GT 3","14276"
"EL","PPC S.A. -Linoperamata GT 5","14276"
"EL","PPC S.A. -Linoperamata ST IV","14276"
"EL","PPC S.A. -Linoperamata ST V","14276"
"EL","PPC S.A. -Linoperamata ST VI","14276"
"EL","PPC S.A. -Liptol ST I-II","14248"
"EL","PPC S.A. -Megalopoli ST Ι","14192"
"EL","PPC S.A. -Megalopoli ST ΙI","14192"
"EL","PPC S.A. -Megalopoli ST ΙII","14192"
"EL","PPC S.A. -Megalopoli ST ΙV","14192"
"EL","PPC S.A. -Meliti ST I","14255"
"EL","PPC S.A. -Ptolemaida ST ΙII","14246"
"EL","PPC S.A. -Ptolemaida ST Ι-II","14246"
"EL","PPC S.A. -Ptolemaida ST ΙV","14246"
"EL","PPC S.A. -Rodos GT 1","14265"
"EL","PPC S.A. -Rodos GT 2","14265"
"EL","PPC S.A. -Rodos GT 3","14265"
"EL","PPC S.A. -Rodos GT 4","14265"
"EL","PROTERGIA POWER PLANT COMBINED CYCLE","177550"
"EL","Thermie Serres District Heating Plant",
"ES","BIOMASA SANGÜESA","7257"
"ES","C.T. BAHIA DE ALGECIRAS I",
"ES","C.T. BAHIA DE ALGECIRAS II",
"ES","CASTELLON II-BP  ","10573"
"ES","CEPSA QUÍMICA Horno B-401","5997"
"ES","COGECAN SLU","8989"
"ES","CT ABOÑO I","8521"
"ES","CT ABOÑO II","8521"
"ES","CT ACECA I","7004"
"ES","CT ACECA II","7004"
"ES","CT ALCUDIA I-II","6617"
"ES","CT ALCUDIA III-IV","6617"
"ES","CT ANLLARES I","8867"
"ES","CT AS PONTES I-II-III-IV","8972"
"ES","CT BARRANCO TIRAJANA I","7427"
"ES","CT BARRANCO TIRAJANA II","7427"
"ES","CT Biomasa Energía de la Loma","10171"
"ES","CT Biomasa Energías de la Mancha","24980"
"ES","CT CANDELARIA Foco C (GV3 y 4)","7426"
"ES","CT CANDELARIA Foco D (GV5 y 6)","7426"
"ES","CT CASTELLON  I",
"ES","CT CASTELLON II",
"ES","CT CERCS I","7691"
"ES","CT COMPOSTILLA I (G 2 y 3)","8971"
"ES","CT COMPOSTILLA II (G 4 y 5)","8971"
"ES","CT CRISTOBAL COLON III","6877"
"ES","CT CRISTOBAL COLON I-II","6877"
"ES","CT EIVISSA III-END  ","6595"
"ES","CT EIVISSA IV-END  ","6595"
"ES","CT EIVISSA V-END  ","6595"
"ES","CT EIVISSA VI-END  ","6595"
"ES","CT ELCOGAS","8905"
"ES","CT ESCOMBRERAS IV","9011"
"ES","CT ESCOMBRERAS V","9011"
"ES","CT ESCUCHA I",
"ES","CT FOIX I",
"ES","CT GRANADILLA I","7423"
"ES","CT GRANADILLA II","7423"
"ES","CT GUIA DE ISORA I-END","175416"
"ES","CT JINAMAR Foco A (GV1)","7429"
"ES","CT JINAMAR Foco B (GV2 Y 3)","7429"
"ES","CT JINAMAR Foco C (GV4)","7429"
"ES","CT JINAMAR Foco D (GV5)","7429"
"ES","CT LA PEREDA","6956"
"ES","CT LA ROBLA  I","8959"
"ES","CT LA ROBLA  II","8959"
"ES","CT LADA III","9010"
"ES","CT LADA IV","9010"
"ES","CT LAS SALINAS II-END  ","7431"
"ES","CT LITORAL I-II","8973"
"ES","CT LOS BARRIOS I","8967"
"ES","CT LOS GUINCHOS II-END",
"ES","CT MAÓ III-END  ","6634"
"ES","CT MAÓ IV-END  ","6634"
"ES","CT MAÓ V-END  ","6634"
"ES","CT MEIRAMA I","8957"
"ES","CT NARCEA I","8958"
"ES","CT NARCEA II","8958"
"ES","CT NARCEA III","8958"
"ES","CT PASAJES I","9199"
"ES","CT PUENTE NUEVO I","7690"
"ES","CT PUERTOLLANO I",
"ES","CT SABON I","8956"
"ES","CT SABON II","8956"
"ES","CT SAN ADRIAN I",
"ES","CT SAN ADRIAN III",
"ES","CT SANTURCE I",
"ES","CT SANTURCE II",
"ES","CT SNIACE Cogen. 1","8935"
"ES","CT SNIACE Cogen. 2","8935"
"ES","CT SOTO DE RIBERA III","8520"
"ES","CT SOTO DE RIBERA I-II","8520"
"ES","CT TERUEL I-II-III","8966"
"ES","CT VELILLA I","9013"
"ES","CT VELILLA II","9013"
"ES","CTC GUIA DE ISORA II-END","175416"
"ES","CTCC ACECA-GN 4","7004"
"ES","CTCC ACECA-IB 3","7004"
"ES","CTCC AMOREBIETA-BE 1",
"ES","CTCC AMOREBIETA-BE 2",
"ES","CTCC ARCOS DE LA FRONTERA-IB 1","24499"
"ES","CTCC ARCOS DE LA FRONTERA-IB 2","24499"
"ES","CTCC ARCOS DE LA FRONTERA-IB 3","24499"
"ES","CTCC ARCOS DE LA FRONTERA-IB 4","24499"
"ES","CTCC ARRUBAL-CG 1","9855"
"ES","CTCC ARRUBAL-CG 2","9855"
"ES","CTCC AS PONTES-END 1","8972"
"ES","CTCC AS PONTES-END 2","8972"
"ES","CTCC BAHIA ALGECIRAS-E.ON CC I-1","175415"
"ES","CTCC BAHIA ALGECIRAS-E.ON CC I-2","175415"
"ES","CTCC BAHIA DE BIZKAIA-BBE 1","10320"
"ES","CTCC BAHIA DE BIZKAIA-BBE 2","10320"
"ES","CTCC BARCELONA-GN 1  ","175374"
"ES","CTCC BARCELONA-GN 2  ","175374"
"ES","CTCC BARRANCO DE TIRAJANA-END I-1","7427"
"ES","CTCC BARRANCO DE TIRAJANA-END I-2","7427"
"ES","CTCC BARRANCO DE TIRAJANA-END II-1","7427"
"ES","CTCC BARRANCO DE TIRAJANA-END II-2","7427"
"ES","CTCC BESOS-END 3",
"ES","CTCC BESOS-END 5-1","175419"
"ES","CTCC BESOS-END 5-2","175419"
"ES","CTCC BESOS-GN 4","9795"
"ES","CTCC CAMPO DE GILBRALTAR-GN 1","10187"
"ES","CTCC CAMPO DE GILBRALTAR-GN 2","10187"
"ES","CTCC CARTAGENA-GN 1",
"ES","CTCC CARTAGENA-GN 2",
"ES","CTCC CARTAGENA-GN 3",
"ES","CTCC CAS TRESORER END I-1","84899"
"ES","CTCC CAS TRESORER END I-2","84899"
"ES","CTCC CAS TRESORER END II-1","84899"
"ES","CTCC CAS TRESORER END II-2","84899"
"ES","CTCC CASTEJON-HC 1","9308"
"ES","CTCC CASTEJON-HC 3","9308"
"ES","CTCC CASTEJON-IB 2","9308"
"ES","CTCC CASTELLON-IB 1",
"ES","CTCC CASTELLON-IB 2",
"ES","CTCC CASTELLON-IB 3",
"ES","CTCC CASTELLON-IB 4",
"ES","CTCC CASTELNOU-EL 1","24484"
"ES","CTCC CASTELNOU-EL 2","24484"
"ES","CTCC CRISTOBAL COLON-END 1",
"ES","CTCC ESCATRON ENVI 1-E.ON","7687"
"ES","CTCC ESCATRON ENVI 2-E.ON","7687"
"ES","CTCC ESCOMBRERAS FANGAL-AES 1",
"ES","CTCC ESCOMBRERAS FANGAL-AES 2",
"ES","CTCC ESCOMBRERAS FANGAL-AES 3",
"ES","CTCC ESCOMBRERAS-IB 1","24725"
"ES","CTCC ESCOMBRERAS-IB 2","24725"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 1","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 2","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 3","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 4","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 5  ","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 6  ","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 7  ","24548"
"ES","CTCC GLOBAL 3 ESCATRON Peaker 8  ","24548"
"ES","CTCC GRANADILLA-END I","7423"
"ES","CTCC GRANADILLA-END II","7423"
"ES","CTCC GRANADILLA-END II-1","7423"
"ES","CTCC GRANADILLA-END II-2","7423"
"ES","CTCC MALAGA-GN 1 ",
"ES","CTCC PALOS DE LA FRONTERA I-1 GN",
"ES","CTCC PALOS DE LA FRONTERA I-2 GN",
"ES","CTCC PALOS DE LA FRONTERA I-3 GN",
"ES","CTCC PLANA DEL VENT-ANALP 1","25075"
"ES","CTCC PLANA DEL VENT-ANALP 2","25075"
"ES","CTCC SABON-GN 1",
"ES","CTCC SAGUNTO-GN 1",
"ES","CTCC SAGUNTO-GN 2",
"ES","CTCC SAGUNTO-GN 3",
"ES","CTCC SAN ROQUE-END 2","10172"
"ES","CTCC SAN ROQUE-GN 1","10172"
"ES","CTCC SANTURCE-IB 4",
"ES","CTCC SON REUS-END I-1",
"ES","CTCC SON REUS-END I-2",
"ES","CTCC SON REUS-END I-3",
"ES","CTCC SON REUS-END II-1",
"ES","CTCC SON REUS-END II-2",
"ES","CTCC SOTO RIBERA-HC 1","123663"
"ES","CTCC SOTO RIBERA-HC 2  ","123663"
"ES","CTCC TARRAGONA POWER-IB 1","8093"
"ES","CTCC TARRAGONA-E.ON 1","10280"
"ES","Dow Chemical Ibérica, Caldera F-1010","8335"
"ES","Dow Chemical Ibérica, Caldera F-1014","8335"
"ES","Dow Chemical Ibérica, Foco F-1803","8335"
"ES","ESCATRON I",
"ES","IQA, Caldera F-5103",
"ES","Ref. Castellón","10573"
"ES","Ref. Cepsa Gibraltar - Cogeneración Lubrisur","6790"
"ES","Ref. Cepsa Gibraltar - Gibraltar Crudo 3","6790"
"ES","Ref. Cepsa Gibraltar - Gibraltar F1 Aromáticos","6790"
"ES","Ref. Cepsa Gibraltar - Gibraltar F2 Combustibles","6790"
"ES","Ref. Cepsa Gibraltar - Gibraltar F3 (1) Energía","6790"
"ES","Ref. Cepsa Gibraltar - Gibraltar F4 (2) Lubrisur","6790"
"ES","Ref. Cepsa Gibraltar - Gibraltar RZ-100","6790"
"ES","Ref. Cepsa La Rabida - Cogeneración","6802"
"ES","Ref. Cepsa La Rabida - Crudo2 / Vacio3 / H4",
"ES","Ref. Cepsa La Rabida - HR2",
"ES","Ref. Cepsa La Rabida - La Rabida 1","6805"
"ES","Ref. Cepsa La Rabida - La Rabida 2","6805"
"ES","Ref. Cepsa La Rabida - La Rabida 3","6805"
"ES","Ref. Cepsa Tenerife",
"ES","Ref. Petronor Bilbao-Chimenea 1","9118"
"ES","Ref. Petronor Bilbao-Chimenea 2","9118"
"ES","Ref. Petronor Bilbao-Chimenea 3","9118"
"ES","Ref. Petronor Bilbao-Producción Hidrógeno H4","9118"
"ES","Ref. Puertollano Producción Vapor 100 F-4 A/B",
"ES","Ref. Puertollano Producción Vapor 100 F-7A",
"ES","Ref. Repsol Petróleo  La Coruña Conversión","6896"
"ES","Ref. Repsol Petróleo  La Coruña Ref 1","6896"
"ES","Ref. Repsol Petróleo Cartagena  Caldera 10","6900"
"ES","Ref. Repsol Petróleo Cartagena  Caldera 7","6900"
"ES","Ref. Repsol Petróleo Cartagena  Caldera 8","6900"
"ES","Ref. Repsol Petróleo Cartagena  Caldera 9","6900"
"ES","Ref. Repsol Petróleo Cartagena Calderas 12-13","6900"
"ES","Ref. Repsol Petróleo Cartagena Coogeneración 2","6900"
"ES","Ref. Repsol Petróleo Cartagena Hidrógeno 1","6900"
"ES","Ref. Repsol Petróleo Cartagena Hidrógeno 2","6900"
"ES","Ref. Repsol Petróleo Cartagena Topping 3","6900"
"ES","Ref. Repsol Petróleo Cartagena Topping-Hidrocaquer-Desulfuración","6900"
"ES","Ref. Repsol Petróleo Cartagena Vacio-Coquer","6900"
"ES","Ref. Repsol Petróleo La Coruña Ref 2","6896"
"ES","Ref. Repsol Petróleo Puertollano Prod. Vapor 20 Este","6927"
"ES","Ref. Repsol Petróleo Puertollano Prod. Vapor 20 Oeste","6927"
"ES","Ref. Repsol Petróleo Puertollano Refinería I","6927"
"ES","Ref. Repsol Petróleo Puertollano Refinería II","6927"
"ES","Ref. Repsol Tarragona Chimenea 1","6897"
"ES","Ref. Repsol Tarragona Chimenea 2","6897"
"ES","Ref. Repsol Tarragona Conducto Hidrocracker","6897"
"ES","Ref. Repsol Tarragona Horno F 1001/2","6897"
"ES","Ref. Repsol Tarragona Horno F-1003/4","6897"
"ES","Ref. Repsol Tarragona Horno F-1016","6897"
"ES","Ref. Repsol Tarragona Horno F-1017","6897"
"ES","SAICA",
"ES","SAN CIPRIAN A",
"ES","SAN CIPRIAN B",
"ES","SAN CIPRIAN C",
"ES","TARRAGONA POWER-Caldera 1","8093"
"ES","TARRAGONA POWER-Caldera 2","8093"
"ES","TORRAS CALDERA",
"ES","TORRELAVEGA SOLVAY",
"ES","ZABALGARBI  ","10334"
"FI","Äänevoima Oy, Boiler","8303"
"FI","Äänevoima Oy, Boiler 2","8303"
"FI","Avilon Oy, Boiler 1","7739"
"FI","Avilon Oy, Boiler 5","7739"
"FI","Etelä-Savon Energia Oy, Pursiala plant I","9002"
"FI","Etelä-Savon Energia Oy, Pursiala plant II","9002"
"FI","Fingrid Oyj Tolkkinen, Gas turbine 1 73 MW",
"FI","Fingrid Oyj Tolkkinen, Gas turbine 2 73 MW",
"FI","Fingrid Oyj Tolkkinen, Gas turbine 3 73 MW",
"FI","Fingrid Oyj Tolkkinen, Gas turbine 4 73 MW",
"FI","Fingrid Oyj, Forssan varavoimalaitos (470 MW), Gas turbine 1 (GT1) 470 MW","189916"
"FI","Fingrid Oyj, Forssan varavoimalaitos (470 MW), Gas turbine 2 (GT2) 470 MW","189916"
"FI","Fingrid Oyj, Huutokoski reserve Gas Turbine",
"FI","Fingrid Oyj, Kilpilahti Gas turbine",
"FI","Fingrid Oyj, Kristiinankaupunki Gas turbine 1",
"FI","Fingrid Oyj, Kristiinankaupunki Gas turbine 2",
"FI","Fingrid Oyj, Loviisa, Gas turbine 1 ",
"FI","Fingrid Oyj, Loviisa, Gas turbine 2 ",
"FI","Fingrid Oyj, Naantali, Gas turbine 1",
"FI","Fingrid Oyj, Naantali, Gas turbine 2 ",
"FI","Fingrid Oyj, Olkiluoto, 66 MW Gas turbine 1/1","189898"
"FI","Fingrid Oyj, Olkiluoto, 66 MW Gas turbine 1/2","189898"
"FI","Fingrid Oyj, Olkiluoto, 66 MW Gas turbine 2/1","189898"
"FI","Fingrid Oyj, Olkiluoto, 66 MW Gas turbine 2/2","189898"
"FI","Fingrid Oyj, Porvoo, Gas turbine 1",
"FI","Fingrid Oyj, Porvoo, Gas turbine 2 ",
"FI","Fingrid Oyj, Tahkoluoto Gas turbine 1",
"FI","Fingrid Oyj, Tahkoluoto Gas turbine 2",
"FI","Fingrid Oyj, Vaasa Gas turbine plant, KWU",
"FI","Fingrid Oyj, Vanaja Gas turbine plant","6315"
"FI","Fortum Power and Heat Oy Boiler C5  (former Kokkola Power Oy Ab)",
"FI","Fortum Power and Heat Oy Kaasuturbiini So2","6093"
"FI","Fortum Power and Heat Oy, Inkoo power plant, Boiler 1","6347"
"FI","Fortum Power and Heat Oy, Inkoo Power plant, Boiler 2","6347"
"FI","Fortum Power and Heat Oy, Inkoo Power plant, Boiler 3","6347"
"FI","Fortum Power and Heat Oy, Inkoo Power plant, Boiler 4","6347"
"FI","Fortum Power and Heat Oy, Kauttua power plant, Boiler ","6093"
"FI","Fortum Power and Heat Oy, Kirkniemi power plant, Boiler 2 ",
"FI","Fortum Power and Heat Oy, Kirkniemi power plant, Boiler 3",
"FI","Fortum Power and Heat Oy, Kirkniemi power plant, Boiler 4",
"FI","Fortum Power and Heat Oy, Kirkniemi power plant, Gas turbine",
"FI","Fortum Power and Heat Oy, Kivenlahti, Boiler 1","6093"
"FI","Fortum Power and Heat Oy, Kivenlahti, Boiler 2","6093"
"FI","Fortum Power and Heat Oy, Meri-Pori power plant, Boiler ","7297"
"FI","Fortum Power and Heat Oy, Naantali power plant, Boiler 1  ","7153"
"FI","Fortum Power and Heat Oy, Naantali power plant, Boiler 2  ","7153"
"FI","Fortum Power and Heat Oy, Naantali power plant, Boiler 3 ","7153"
"FI","Fortum Power and Heat Oy, Suomenoja power plant, Boiler 1","6093"
"FI","Fortum Power and Heat Oy, Suomenoja power plant, Boiler 3","6093"
"FI","Fortum Power and Heat Oy, Suomenoja power plant, Gas turbine 4","6093"
"FI","Fortum Power and Heat Oy, Uimaharju, Boiler 2",
"FI","Fortum Power and Heat Oy/Fortum Service Oy, Joensuu power plant, Boiler 1",
"FI","Helsingin Energia, Hanasaari B-power plant, Boiler 3",
"FI","Helsingin Energia, Hanasaari B-power plant, Boiler 4",
"FI","Helsingin Energia, Kellosaari, Gas turbine 1",
"FI","Helsingin Energia, Kellosaari, Gas turbine2",
"FI","Helsingin Energia, Lassila heating plant, Boiler 1",
"FI","Helsingin Energia, Lassila heating plant, Boiler 2",
"FI","Helsingin Energia, Myllypuro heating plant, Boiler 1","189915"
"FI","Helsingin Energia, Myllypuro heating plant, Boiler 2",
"FI","Helsingin Energia, Ruskeasuo heating plant, Boiler 1",
"FI","Helsingin Energia, Ruskeasuo heating plant, Boiler 2",
"FI","Helsingin Energia, Ruskeasuo heating plant, Boiler 3",
"FI","Helsingin Energia, Ruskeasuo heating plant, Boiler 4",
"FI","Helsingin Energia, Salmisaari power plant, Boiler 1","6178"
"FI","Helsingin Energia, Salmisaari power plant, Boiler 7","6178"
"FI","Helsingin Energia, Vuosaari power plant, Gas turbine Kt1","6123"
"FI","Helsingin Energia, Vuosaari power plant, Gas turbine Kt2","6123"
"FI","Helsingin Energia, Vuosaari power plant, Gas turbine Kt4","6123"
"FI","Helsingin Energia, Vuosaari power plant, Gas turbine Kt5","6123"
"FI","Järvi-Suomen Voima Oy, Boiler",
"FI","Järvi-Suomen Voima Oy, Savonlinna Power Plant, boiler","9026"
"FI","Jyväskylän Energiantuotanto Oy, Boiler 2","6427"
"FI","Jyväskylän Energiantuotanto Oy, Rauhalahti power plant, Boiler 1","6427"
"FI","Jyväskylän Energiantuotanto Oy, Savela power plant, Boiler 3, C","6427"
"FI","Jyväskylän Voima Oy Keljonlahti power plant","189917"
"FI","Kainuun Voima Oy, Kajaani power plant, Boiler 1","6533"
"FI","Kainuun Voima Oy, Kajaani power plant, Boiler 2","6533"
"FI","Kanteleen Voima Oy, Haapavesi power plant, Boiler 390 MW","6121"
"FI","Kaukaan Voima Oy Biopolttolaitos",
"FI","Keravan Lämpövoima Oy Keravan voimalaitos",
"FI","Kokkola Power Oy Ab, Boiler C4","8261"
"FI","Kokkolan Voima Oy, Ykspihlaja, Kokkola power plant","8059"
"FI","Kotkan Energia Oy, NG Power plant 1997","7003"
"FI","Kotkan Energia Oy, Power plant, 2003","7003"
"FI","KSS Energia Oy, Gas turbine1",
"FI","Kuopion Energia Oy, Haapaniemi power plant  I","8711"
"FI","Kuopion Energia Oy, Haapaniemi power plant II","8711"
"FI","Kymin Voima Oy, Power plant, K7 ","7049"
"FI","Kyro Power Oy, P2 Gas turbine 3  60+40 MW",
"FI","Laanilan Voima Oy, Pyroflow Boiler","17218"
"FI","Lahti Energia  Oy, Teivaanmäki power plant, Boiler 1","7948"
"FI","LAHTI ENERGIA OY P4 Kymijärvi II, kaasutuslaitos","7948"
"FI","Lahti Energia Oy, Gas turbine 2","7948"
"FI","Lahti Energia Oy, Kymijärvi power plant, Boiler 1","7948"
"FI","Lappeenrannan Energia Oy, Ihalainen heating plant, k1+k2+k3+k4","17003"
"FI","Lappeenrannan Energia Oy, Skinnarila heating plant, Boiler 4*15 MW","17003"
"FI","Lappeenrannan Lämpövoima Oy, MRT I Gas turbine1 ","17003"
"FI","Lappeenrannan Lämpövoima Oy, MRT II Gas turbine KT 2.1","17003"
"FI","Lappeenrannan Lämpövoima Oy, MRT II Gas turbine KT 2.2 ","17003"
"FI","Mäntän Energia Oy, P3 Boiler K3","7977"
"FI","Mäntän Energia Oy, P4 Boiler K4","7977"
"FI","Metsä Board Oyj, Kaskinen BCTMP mill, bark boiler","125250"
"FI","Metsä Board Oyj, Metsä Board Kyro Board P1 Boiler K6","6295"
"FI","Metsä Fibre, Kemi Mill, Boiler 9","6592"
"FI","M-Real Oyj, Simpele Mill, Boiler 1 ",
"FI","M-Real Oyj, Simpele, Boiler 2 ",
"FI","M-real Oyj, Tako Board, P3 Boiler 3",
"FI","Mussalon Kaukolämpö Oy and Nokian Lämpövoima Oy, Mussalo Power plant, Mussalon Kaukolämpö Oy, Mussalo 1","125258"
"FI","Mussalon Kaukolämpö Oy and Nokian Lämpövoima Oy, Mussalon Power Oy, Gas turbine","125258"
"FI","Mussalon Kaukolämpö Oy ja Nokian Lämpövoima Oy, Mussalo power plant Nokian Lämpövoima Oy, Mussalo 2","125258"
"FI","Myllykoski Paper Oy, power plant, K6  Boiler 2/2001",
"FI","Myllykoski Paper Oy, power plant, K7  5/2001",
"FI","Myllykoski Paper Oy, power plant, K8 Boiler 2/2001",
"FI","Myllykoski Paper Oy, power plant, K9 Boiler 2/2001",
"FI","Neste Oil Oyj, Porvoo refinery, Boiler K1 (BF-14001)","7303"
"FI","Neste Oil Oyj, Porvoo refinery, Boiler K2 (BF-14002)","7303"
"FI","Neste Oil Oyj, Porvoo refinery, Boiler K5 (BF-6105)","7303"
"FI","Neste Oil Oyj, Porvoo refinery, Gas turbine 2 (KTVL 2, 132+40 MW)","7303"
"FI","Neste Oil Oyj, Porvoo refinery, Gas turbine 3 (KTVL 3, 211+56 MW)","7303"
"FI","Nokian Lämpövoima Oy, Boiler K3","7988"
"FI","Nokian Lämpövoima Oy, P4  Boiler K4","7988"
"FI","Nokian Lämpövoima Oy, P5 Boiler, K5","7988"
"FI","Oulun Energia, Limingantulli heating plant, Oulu Boiler 1",
"FI","Oulun Energia, Toppila power plant, Boiler 1 Toppila 1","7213"
"FI","Oulun Energia, Toppila power plant, Oulu Boiler 4, Toppila 2","7213"
"FI","Ovako Wire Oy Ab, Boiler 1 (Power plant)","6144"
"FI","Oy Alholmens Kraft Ab AK2, Boiler","7640"
"FI","Oy Alholmens Kraft Ab, AK1 Bark Boiler","7640"
"FI","Oy Metsä-Botnia Ab Kemi Mill, Boiler 10",
"FI","Oy Metsä-Botnia Ab, Joutseno Mill, Boiler 3 ",
"FI","Pori Energia Oy, Aittaluoto power plant, R Boiler ","7295"
"FI","Pori Energia Oy, Aittaluoto Power Plant, RT Boiler ","7295"
"FI","Porin Prosessivoima Oy, 206 MW Pyroflow boiler","17081"
"FI","Porin Prosessivoima Oy, Pyroflow Boiler","17081"
"FI","Porvoon Energia Oy, Tolkkinen power plant, Boiler 1",
"FI","PVO Lämpövoima Oy, Tahkoluoto power plant, Boiler","7288"
"FI","PVO-Huippuvoima Oy, Vaasa power plant, POR boiler ",
"FI","PVO-Lämpövoima Oy, Kristiina power plant, Boiler 1 (KRS1)","6735"
"FI","PVO-Lämpövoima Oy, Kristiina power plant, Boiler 2 KRS2","6735"
"FI","Rauman voima Oy, Boiler HK4","17086"
"FI","Rauman voima Oy, Boiler HK5 ","17086"
"FI","Rauman voima Oy, Boiler HK6 ","17086"
"FI","Rauman voima Oy, Boiler SK2 ","17086"
"FI","Rautaruukki Oy, Raahe, Boiler 3","7377"
"FI","Rautaruukki Oyj, Raahe, Boiler 4","7377"
"FI","Rovaniemen Energia Oy, Power plant Boiler","8334"
"FI","Stora Enso Oyj, Anjalankoski Mill, Boiler 1","8249"
"FI","Stora Enso Oyj, Anjalankoski Mill, Boiler 2","8249"
"FI","Stora Enso Oyj, Anjalankoski Mill, Combined cycle power plant ","8249"
"FI","Stora Enso Oyj, Heinola Mill, Boiler 1 (PR2)","6166"
"FI","Stora Enso Oyj, Heinola mill, Boiler 2(PR1)","6166"
"FI","Stora Enso Oyj, Imatra Mill, Bark Boiler 2 ","6363"
"FI","Stora Enso Oyj, Imatra Mill, Boiler 12 ","6363"
"FI","Stora Enso Oyj, Imatra Mill, Boilers 9-11 (3*50 MW)","6363"
"FI","Stora Enso Oyj, Kemi Mill, Boiler 6",
"FI","Stora Enso Oyj, Kemi Mill, Boiler 7",
